row_id,attack_id,language,original_claim,original_evidence,adversarial_claim,adversarial_evidence,gold_label,target_label,edit_granularity,technique_params,validity_flags,skip_reason
505,CA_WORD_03_Jumbling,hi,अगरतला में प्रधानमंत्री आवास योजना-शहरी और ग्रामीण के तहत दो लाख से अधिक लाभार्थियों के लिए गृह प्रवेश कार्यक्रम की घोषणा की गई थी।,17 दिसंबर 2022 की विज्ञप्ति में पीएमएवाई-शहरी और ग्रामीण के तहत दो लाख से अधिक लाभार्थियों के लिए गृह प्रवेश कार्यक्रम का उल्लेख है।,आवास प्रवेश ग्रामीण घोषणा योजना-शहरी गृह तहत कार्यक्रम लाभार्थियों की की प्रधानमंत्री से लिए अगरतला थी। में लाख दो गई अधिक के के और,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
506,CA_WORD_03_Jumbling,hi,माइग्रेन का प्रभाव केवल दर्द तक सीमित रहता है।,डब्ल्यूएचओ माइग्रेन में प्रकाश के प्रति संवेदनशीलता का उल्लेख करता है।,सीमित है। रहता का तक प्रभाव दर्द माइग्रेन केवल,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
507,CA_WORD_03_Jumbling,hi,Karnataka: शिमोगा सरकारी कॉलेज में तिरंगा हटाकर नहीं लहराया गया भगवा झंड़ा,"Byline- शिमोगा के गवर्नमेंट फर्स्ट ग्रेड कॉलेज के प्रिंसिपल और शिमोगा पुलिस अधीक्षक (एसपी) ने फैक्ट क्रेसेंडो को पुष्टि करते हुए कहा कि कॉलेज में खंबे पर तिरंगा ध्वज नहीं था। कर्नाटक में मुस्लिम छात्राओं ने हिजाब पहनने का मुद्दा गरमाता जा रहा है। हिजाब विवाद के चलते मंगलवार को राज्य के विविध शहरों में हिंसा भी शुरु हो गयी। शिमोगा शहर के सरकारी कॉलेज में तो कुछ छात्रों ने पोल पर भगवा झंडा फहराने का वीडियो भी सामने आया। इस वीडियो को लेकर दावा किया जा रहा है कि इन छात्रों ने कॉलेज में तिरंगा ध्वज उतार के भगवा झंडा फहराया। Was the tricolour replaced with a saffron flag in Shivamogga college, as alleged by Karnataka Cong chief DK Shivakumar? He takes my questions on this and the Karnataka campus hijab face-off live:pic.twitter.com/cwlssLoI3X आर्काइव लिंक #KarnatakaHijabRow@INCKarnatakapresident@DKShivakumarhas tweeted saying replacing National flag with Saffron flag at#Shimogais a breakdown of law and order.And the college should be closed for a week.pic.twitter.com/0Rr3RL4cyn आर्काइव लिंक The situation in some Karnataka educational institutions has gone so out of hand that in one case the National flag was replaced by a saffron flag. I think the affected institutions should be closed for a week to restore law and order. Teaching can continue online. अनुसंधान से पता चलता है कि… इस वीडियो के बारे में पूरी जानकारी लेने के लिए फैक्ट क्रेसेंडो ने शिमोगा के गवर्नमेंट फर्स्ट ग्रेड कॉलेज केप्रिंसिपलधनंजय बीआर से संपर्क किया। वे उस समय घटनास्थल पर मौजूद थे। उन्होंने बताया कि जब ये छात्र भगवा झंडा फहराने के लिए पोल पर चढ़ रहे थे तब पोल पर तिरंगा झंडा नहीं था। वो पोल खाली था। हालांकि छात्रोंने भगवा झंड़ा तो लहराया पर उसे लगाने के लिए राष्ट्रीय ध्वज उतारा नहीं था। उन्होंने फैक्ट क्रेसेंडो के साथ भगवा झंडा फहराने से पहले की एक तस्वीर भी शेयर की है। उसमें साफ दिखता है कि खंबे पर तिरंगा नहीं था। आगे फैक्ट क्रेसेंडो ने शिमोगा के पुलिस अधीक्षक बी.एम. लक्ष्मी प्रसाद से बातचीत की। उन्होंने बताया कि राष्ट्रीय ध्वज को भगवे झंड़े से नहीं बदला गया था। भगवा झंडा फहराने के बाद प्रदर्शनकारियों स",Karnataka: भगवा लहराया हटाकर शिमोगा झंड़ा नहीं कॉलेज गया तिरंगा में सरकारी,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
508,CA_WORD_03_Jumbling,hi,टी ट्री ऑयल एथलीट फुट को हर मामले में ठीक कर देता है।,"एनसीसीआईएच के अनुसार कुछ अध्ययनों में टी ट्री ऑयल से एथलीट फुट के लक्षणों में लाभ का संकेत मिला है, लेकिन परिणाम सीमित हैं और पूर्ण इलाज निश्चित नहीं है।",मामले एथलीट ठीक ट्री फुट देता ऑयल कर हर है। में टी को,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
509,CA_WORD_03_Jumbling,hi,"राजस्थान के भीलवाड़ा में खाद्य सुरक्षा विभाग ने 'शुद्ध आहार, मिलावट पर वार' अभियान के तहत रामस्नेही जलपान गृह पर छापा मारकर मिर्च, तेल और नमकीन के नमूने जब्त किए।","विभाग ने लालमिर्च पाउडर, रिफाइंड सोयाबीन तेल और नमकीन के नमूने लेकर उन्हें जांच के लिए अजमेर स्थित प्रयोगशाला भेजा है।","सुरक्षा ने पर मिर्च, आहार, रामस्नेही नमूने जब्त छापा के खाद्य तेल नमकीन तहत मिलावट विभाग राजस्थान जलपान में किए। के और के अभियान वार' पर मारकर भीलवाड़ा गृह 'शुद्ध",,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
510,CA_WORD_03_Jumbling,hi,"बजरंग दल ने बांग्लादेश में फहराया भगवा? नहीं, वीडियो ओडिशा का  है  …","दिसंबर 2025 में, बांग्लादेश में कम से कम चार हिंदू पुरुषों की हत्या की खबरें आईं।इसी बीच सोशल मीडिया पर एक वीडियो वायरल हो रहा है।  वीडियो में काले कपड़े पहने हुआ एक शख्स एक बिल्डिंग में लगे होर्डिंग पर चढ़ा दिखाई देता है। वो एक हरे रंग का झंडा निकाल कर फेंक देता है।इसके बाद वो वहां भगवान हनुमान की फोटो वाला एक भगवा झंडा लगा देता है।वायरल वीडियो के साथ दावा किया जा रहा है कि बजरंग दल के सदस्यों ने बांग्लादेश में घुसकर वहां भगवा झंडा फहरा दिया। वायरल वीडियो के साथ यूजर ने लिखा है- बजरंग दल के शेर बांग्लादेश में घुसे, हिंदू सुरक्षा के लिए बड़ा ऐलान #bangladesh #save #hindu #bajrangdal फेसबुक।आर्काइव अनुसंधान से पता चलता है कि… पड़ताल की शुुरुआत में हमने देखा कि वायरल वीडियो में दुकानों के बोर्ड पर लिखे शब्द उल्टे नजर आ रहे हैं, यानी इसका दायां हिस्सा बाईं तरफ दिख रहा है। जब हमने इसे   फ्लिप किया तो समझ में आया कि इसमें  दुकानों के नाम उड़िया भाषा में लिखे हैं। वायरल वीडियो के तस्वीरों का रिवर्स इमेज सर्च किया, परिणाम में  वायरल वीडियो की खबर हमें  6 अक्टूबर 2025 की ChotaNews App की एकX पोस्टमिली। इस पोस्ट में वही वीडियो दूसरे वीडियो के साथ था, और इसके डिस्क्रिप्शन के अनुसार, विजुअल्स में ओडिशा के कटक में दुर्गा विसर्जन के दौरान हुई झड़प दिखाई गई है। डीजे बजाने को लेकर दो ग्रुप के बीच लड़ाई हो गई, जिसमें DCP ऋषिकेश खिलारी समेत छह लोग घायल हो गए। झड़प के दौरान पत्थर फेंके गए, गाड़ियों में आग लगा दी गई, और कटक पुलिस ने प्रदर्शनकारियों को तितर-बितर करने और स्थिति को कंट्रोल में लाने के लिए दखल दिया। దుర్గాదేవి నిమజ్జనంలో ఘర్షణ.. డీజే పెట్టడంపై ఇరు వర్గాల గొడవఒడిశాలోని కటక్‌‌లో దుర్గా నిమజ్జనం సందర్భంగా డీజే పెట్టడంపై రెండు వర్గాల మధ్య మొదలైన గొడవఘర్షణలో డీసీపీ రిషికేశ్‌ ఖిలారీతో సహా ఆరుగురికి గాయాలు   ఒకరిపై ఒకరు రాళ్లదాడికి తెగబడి.. వాహనాలకు నిప్పుఆందోళనకారులను…pic.twitter.com/HrCOZ0vXiq पड़ताल में आगे हमें सुशील स्वाधीन साहू नाम के एक यूजर का चैनल मिला।  5 अक्टूबर 2025 को  स्वाधीन ने यूट्यूब पर वायरल वीडियो शेयर किया था। यहां वीडियो के साथ कैप्शन में लिखा है, ‘ ‘कटक हिंदू मुस्लिम दंगा। जांच में हमेंद टाइम्स ऑफ़ इण्डिया में वायरल वीडियो का खबर मिला। प्रकाशित खबर के अनुसा","में बांग्लादेश नहीं, बजरंग का ने फहराया है भगवा? दल … वीडियो ओडिशा",,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
511,CA_WORD_03_Jumbling,hi,प्रधानमंत्री कौशल विकास योजना 2015 में शुरू की गई थी।,पीआईबी की हिंदी विज्ञप्ति प्रधानमंत्री कौशल विकास योजना को 2015 में शुरू की गई रोजगार और उद्यमिता से जुड़ी प्रमुख कौशल-विकास पहल बताती है।,कौशल थी। में विकास प्रधानमंत्री गई की 2015 योजना शुरू,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
512,CA_WORD_03_Jumbling,hi,सेंट जॉन्स वॉर्ट एंटीडिप्रेसेंट दवाओं के प्रभाव में कभी हस्तक्षेप नहीं करता।,एनसीसीआईएच के अनुसार सेंट जॉन्स वॉर्ट एंटीडिप्रेसेंट सहित दवाओं के साथ ऐसी अंतःक्रिया कर सकता है जो उनके इच्छित प्रभाव में बाधा डाले।,हस्तक्षेप करता। जॉन्स कभी नहीं के वॉर्ट प्रभाव सेंट में एंटीडिप्रेसेंट दवाओं,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
513,CA_WORD_03_Jumbling,hi,मनीष तिवारी ने विधेयक का पूर्ण समर्थन किया और किसी प्रकार की आपत्ति नहीं जताई।,लेख में मनीष तिवारी द्वारा विधेयक का विरोध और कई आपत्तियां दर्ज करने का उल्लेख है।,प्रकार किसी किया मनीष पूर्ण का आपत्ति समर्थन विधेयक तिवारी ने की और नहीं जताई।,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
514,CA_WORD_03_Jumbling,hi,ऑपरेशन सिंदूर पर राज्यसभा में विशेष चर्चा 29 और 30 जुलाई 2025 को हुई।,संसदीय कार्य मंत्रालय की पीआईबी समीक्षा में ऑपरेशन सिंदूर पर राज्यसभा में 29 और 30 जुलाई 2025 को विशेष चर्चा होने का उल्लेख है।,हुई। 2025 राज्यसभा विशेष चर्चा को पर में और ऑपरेशन सिंदूर 30 जुलाई 29,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
515,CA_WORD_03_Jumbling,hi,महाराजगंज पुलिस ने साइबर ठगी करने वाले अंतरराज्यीय गिरोह के पांच आरोपियों को गिरफ्तार किया।,"पुलिस ने पांच आरोपियों को गिरफ्तार कर 318 मोबाइल फोन, मदरबोर्ड, बाइक और नकदी बरामद की।",पुलिस ठगी गिरफ्तार किया। ने आरोपियों अंतरराज्यीय गिरोह को साइबर करने महाराजगंज के वाले पांच,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
516,CA_WORD_03_Jumbling,hi,दुर्ग जिले में पुलिस ने गांजा तस्करी के खिलाफ कार्रवाई करते हुए खुर्सीपार और छावनी थाना क्षेत्र में छापेमारी कर 7 तस्करों को गिरफ्तार किया।,छापेमारी के दौरान पुलिस ने आरोपियों से लाखों रुपये मूल्य के मादक पदार्थ और नशीली दवाएं जब्त कीं।,गांजा खिलाफ के दुर्ग तस्करों करते और गिरफ्तार क्षेत्र छावनी छापेमारी जिले में को ने पुलिस तस्करी 7 किया। में हुए थाना खुर्सीपार कार्रवाई कर,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
517,CA_WORD_03_Jumbling,hi,हर सड़क पर एक ही गति सीमा दुर्घटनाओं की रोकथाम के लिए सर्वोत्तम है।,"डब्ल्यूएचओ गति प्रबंधन के महत्व की चर्चा करता है, लेकिन सभी सड़कों के लिए एक ही गति सीमा को सर्वोत्तम नहीं बताता।",सीमा रोकथाम दुर्घटनाओं है। ही एक सड़क की गति सर्वोत्तम लिए के हर पर,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
518,CA_WORD_03_Jumbling,hi,पूरक स्वास्थ्य पद्धतियों की प्रभावशीलता पर सभी वैज्ञानिक प्रश्न हल हो चुके हैं।,"एनसीसीआईएच के अनुसार कई पूरक पद्धतियों की सुरक्षा, प्रभावशीलता और कार्यविधि के बारे में अभी अनेक अनुत्तरित प्रश्न हैं।",वैज्ञानिक चुके हल पूरक सभी प्रभावशीलता पद्धतियों हैं। पर की हो प्रश्न स्वास्थ्य,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
519,CA_WORD_03_Jumbling,hi,मुक्त शर्करा का अधिक सेवन दंत क्षय के जोखिम से जुड़ा है।,डब्ल्यूएचओ मुक्त शर्करा के अधिक सेवन को दंत क्षय का प्रमुख जोखिम कारक बताता है।,का शर्करा है। सेवन जोखिम के जुड़ा अधिक मुक्त दंत क्षय से,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
520,CA_WORD_03_Jumbling,hi,लहसुन के सप्लीमेंट उच्च रक्तचाप वाले लोगों में रक्तचाप को चिकित्सकीय रूप से महत्वपूर्ण मात्रा में कम करते हैं।,"एनसीसीआईएच के अनुसार सीमित साक्ष्य बताते हैं कि लहसुन रक्तचाप को थोड़ी मात्रा में कम कर सकता है, लेकिन प्रभाव की मात्रा और महत्व पर साक्ष्य सीमित हैं।",के में रक्तचाप मात्रा महत्वपूर्ण वाले हैं। में सप्लीमेंट से लहसुन रक्तचाप को चिकित्सकीय कम लोगों रूप करते उच्च,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
521,CA_WORD_03_Jumbling,hi,"केंद्र सरकार भविष्य में 'महिला वर्क फ्रॉम होम योजना' के अंतर्गत 25,000 रुपये मासिक सहायता की नई योजना शुरू करेगी।","एशियानेट न्यूज़ हिंदी में मौजूदा वायरल योजना को फर्जी बताया गया है, किंतु भविष्य में ऐसी किसी नई योजना की घोषणा या अस्वीकृति का साक्ष्य नहीं है।","फ्रॉम 25,000 रुपये सहायता वर्क में अंतर्गत सरकार योजना' होम शुरू की मासिक 'महिला योजना केंद्र के करेगी। भविष्य नई",,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
522,CA_WORD_03_Jumbling,hi,मथुरा में साइबर ठगों के खिलाफ अभियान में 130 लोगों को पकड़ा गया।,"पुलिस ने कई गांवों में छापेमारी कर 130 लोगों को हिरासत में लिया तथा मोबाइल, टैबलेट और लैपटॉप बरामद किए।",गया। साइबर पकड़ा 130 को में ठगों मथुरा अभियान खिलाफ लोगों में के,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
523,CA_WORD_03_Jumbling,hi,"प्रधानमंत्री फसल बीमा योजना और पुनर्गठित मौसम आधारित फसल बीमा योजना के तहत 10,000 पैक्स प्रतिभागियों को प्रशिक्षण देने का प्रावधान है।","पीआईबी की हिंदी विज्ञप्ति में पीएमएफबीवाई/आरडब्ल्यूबीसीआईएस के तहत पैक्स के 10,000 प्रतिभागियों को प्रशिक्षित करने के लिए प्रशिक्षण कार्यक्रमों को मंजूरी मिलने की जानकारी दी गई है।","फसल 10,000 के प्रशिक्षण योजना प्रावधान प्रतिभागियों देने योजना और आधारित पैक्स तहत बीमा को है। मौसम बीमा पुनर्गठित प्रधानमंत्री फसल का",,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
524,CA_WORD_03_Jumbling,hi,मणिपुर के विशेष मतदान केंद्रों पर मतदान वेबकास्टिंग या वीडियोग्राफी के तहत आयोजित किया गया था।,पीआईबी की विज्ञप्ति में मणिपुर के विशेष मतदान केंद्रों पर मतदान वेबकास्टिंग/वीडियोग्राफी के तहत आयोजित होने की बात है।,वीडियोग्राफी या मणिपुर गया मतदान के पर किया के था। विशेष केंद्रों वेबकास्टिंग आयोजित तहत मतदान,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
525,CA_WORD_03_Jumbling,hi,सलमान खान ने 2024 में अपनी संस्था के जरिए 500 करोड़ रुपये का दान करने की घोषणा की।,"नवभारत टाइम्स की रिपोर्ट में सलमान खान की चैरिटी गतिविधियों और बीइंग ह्यूमन से जुड़े कामों का उल्लेख है, पर 500 करोड़ रुपये की किसी नई घोषणा का प्रमाण नहीं दिया गया।",अपनी रुपये जरिए 2024 की करने करोड़ 500 दान की। में खान संस्था का के सलमान ने घोषणा,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
526,CA_WORD_03_Jumbling,hi,प्रधानमंत्री आवास योजना-ग्रामीण का उद्देश्य बेघर तथा कच्चे या जीर्ण-शीर्ण घरों में रहने वाले लोगों को पक्का घर उपलब्ध कराना है।,पीआईबी की हिंदी विज्ञप्ति पीएमएवाई-जी का उद्देश्य बेघर परिवारों और कच्चे या जीर्ण-शीर्ण घरों में रहने वाले लोगों को बुनियादी सुविधाओं सहित पक्का घर देना बताती है।,वाले रहने उपलब्ध का घर आवास उद्देश्य कच्चे तथा जीर्ण-शीर्ण को घरों बेघर या में योजना-ग्रामीण पक्का प्रधानमंत्री कराना लोगों है।,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
527,CA_WORD_03_Jumbling,hi,वर्ष 2024 के दौरान संसद के दोनों सदनों ने 16 विधेयक पारित किए।,संसदीय कार्य मंत्रालय की पीआईबी वर्षांत समीक्षा 2024 में संसद के दोनों सदनों द्वारा 16 विधेयक पारित होने की जानकारी है।,पारित वर्ष 2024 दोनों 16 ने के किए। दौरान विधेयक के संसद सदनों,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
528,CA_WORD_03_Jumbling,hi,घर से मतदान कराने वाली टीम मतदाता के निवास पर सुरक्षा अधिकारियों के साथ जाती थी।,पीआईबी की विज्ञप्ति में मतदान अधिकारियों की समर्पित टीम के सुरक्षा अधिकारियों के साथ मतदाता के निवास पर जाने का वर्णन है।,कराने पर सुरक्षा अधिकारियों से निवास के थी। मतदान टीम घर जाती वाली साथ मतदाता के,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
529,CA_WORD_03_Jumbling,hi,"मतदाता सूची में पंजीकरण के लिए आवेदक का भारतीय नागरिक, 18 वर्ष या अधिक आयु का और संबंधित क्षेत्र का सामान्य निवासी होना आवश्यक है।","निर्वाचन आयोग के FAQ में पंजीकरण की शर्तें भारतीय नागरिकता, पात्र आयु और संबंधित क्षेत्र में सामान्य निवास बताई गई हैं।","का वर्ष भारतीय के मतदाता आवेदक सूची 18 नागरिक, और का संबंधित है। क्षेत्र निवासी पंजीकरण सामान्य अधिक लिए होना या में आयु आवश्यक का",,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
530,CA_WORD_03_Jumbling,hi,"अठारहवीं लोकसभा के छठे सत्र में चुनाव सुधारों पर राज्यसभा में 11, 15 और 16 दिसंबर 2025 को चर्चा हुई।","पीआईबी की वर्षांत समीक्षा में राज्यसभा में 11, 15 और 16 दिसंबर 2025 को चुनाव सुधारों पर चर्चा होने का उल्लेख है।","लोकसभा पर में 2025 में को राज्यसभा चुनाव 16 दिसंबर छठे 11, और सुधारों के अठारहवीं 15 सत्र चर्चा हुई।",,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
531,CA_WORD_03_Jumbling,hi,प्रधानमंत्री जन धन योजना का उद्देश्य प्रत्येक परिवार को बैंकिंग सुविधा उपलब्ध कराना है।,पीएमजेडीवाई के आधिकारिक हिंदी परिचय पृष्ठ में योजना का उद्देश्य बैंकिंग सेवाओं तक सार्वभौमिक पहुंच बताया गया है।,योजना को जन सुविधा है। उपलब्ध परिवार कराना बैंकिंग उद्देश्य का धन प्रत्येक प्रधानमंत्री,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
532,CA_WORD_03_Jumbling,hi,"सीजेपी के प्रदर्शन से जोड़कर वायरल हुआ महिलाओं के साथ पुलिस की हाथापाई का वीडियो, असल में देहरादून के पुराने मामले का है।","जंतर- मंतर पर दिल्ली पुलिस द्वारा महिला प्रदर्शनकारियों की पिटाई का नहीं, बल्कि अन्य मामले का है वायरल वीडियो। अभी हाल ही में 20 जुलाई को कॉकरोच जनता पार्टी (सीजेपी) की तरफ से ‘चलो संसद’ नाम से एक प्रदर्शन का आयोजन किया गया था, जिससे जोड़ते हुए सोशल मीडिया पर एक वीडियो वायरल हो रहा है। इसमें ट्रक के पास मौजूद कुछ महिलाओं और पुलिसकर्मियों के बीच धक्कामुक्की व मारपीट को दिखाया गया है। दावा किया जा रहा है कि यह वीडियो सीजेपी के तरफ से किए गए उसी प्रदर्शन का है, जिसमें पुलिसकर्मी महिला प्रदर्शनकारियों के साथ मारपीट कर रहे हैं। वीडियो के साथ कैप्शन लिखा गया है… रुबिकालियाकतयहखबरेंनहींदिखाओगी…दिल्लीपुलिसकेजवानलड़कियोंऔरऔरतोंकेसाथमारपीटकररहेहैं. फेसबुक पोस्ट।आर्काइव पोस्ट अनुसंधानसेपताचलताहैकि… हमने जांच की शुरुआत में वायरल वीडियो से कीफ्रेम लेकर उसे गूगल रिवर्स इमेज सर्च किया। परिणाम में हमेंiamvikasbaliyanनाम के इंस्टाग्राम अकाउंट पर यही वायरल वीडियो मिला, जिसे 15 अक्टूबर 2025 को अपलोड किया गया था।वीडियो से साथ लिखे कैप्शन के अनुसार, “उत्तराखंड की राजधानी देहरादून स्थित मोहब्बेवाला में एक ट्रक के मकान से टकराने के बाद विवाद हो गया था। हादसे में मकान क्षतिग्रस्त होने के बाद मकान मालिक महिला ने मुआवजे की मांग की। मांग पूरी नहीं होने पर महिला ने कथित तौर पर ट्रक में आग लगाने का प्रयास किया। मौके पर पहुंची पुलिस ने जब उसे रोकने की कोशिश की, तो महिला और पुलिसकर्मियों के बीच धक्का-मुक्की हुई।“ हमेंएबीपी न्यूज़की वेबसाइट पर 15 अक्टूबर 2025 को प्रकाशित एक रिपोर्ट मिली, जिसमें वायरल वीडियो से संबंधित दृश्य दिखाई देते हैं। जबकि रिपोर्ट के अनुसार, उत्तराखंड में देहरादून के मोहब्बेवाला में एक ट्रक मकान से टकराया, जिससे मकान को काफी नुकसान हुआ। मुआवजे की मांग पर महिला गुस्से में ट्रक जलाने की कोशिश करने लगी। लेकिन बातचीत इतनी बढ़ गई कि महिला गुस्से में आ गई। 15 अक्टूबर 2025 को प्रकाशितईटीवीकी रिपोर्ट के अनुसार, “देहरादून के पटेल नगर कोतवाली क्षेत्र में एक ट्रक आशारोड़ी से देहरादून की तरफ जा रहा था। तभी वह बेकाबू हो गया और एक घर की दीवार से टकरा गया। फिर पीड़ित परिवार की महिलाओं ने हंगामा करना शुरू कर दिया और उन्होंने ट्रक को आग लगाने का प्रयास किया। ऐसा करने से रोकने पर महिलाओं ने पु","सीजेपी पुलिस का है। के हाथापाई देहरादून के के जोड़कर में हुआ साथ की असल मामले वीडियो, पुराने से महिलाओं का वायरल प्रदर्शन",,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
533,CA_WORD_03_Jumbling,hi,फिल्म उद्योग से जुड़े लोगों की वायरल कोलाज तस्वीर में पोस्टरों पर लिखा संदेश बाद में डिजिटल रूप से जोड़ा गया था।,"रिवर्स सर्च के दौरान इस कोलाज के पुराने संस्करण मिले, जिनमें कलाकार अलग संदेश वाले पोस्टर लिए हुए दिखाई देते हैं। वायरल तस्वीर में पोस्टरों के मूल पाठ को संपादित कर नया संदेश जोड़ा गया था, जिससे उसका अर्थ बदल गया।",पोस्टरों कोलाज जुड़े उद्योग बाद जोड़ा गया से तस्वीर था। संदेश में लिखा में रूप फिल्म लोगों पर वायरल डिजिटल से की,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
534,CA_WORD_03_Jumbling,hi,"लोकसभा चुनाव 2024 के तीसरे चरण के लिए 95 संसदीय निर्वाचन क्षेत्रों में कुल 2,963 नामांकन दाखिल किए गए।","पीआईबी की हिंदी विज्ञप्ति में तीसरे चरण के 95 संसदीय निर्वाचन क्षेत्रों के लिए कुल 2,963 नामांकन दर्ज होने की जानकारी है।","में चुनाव लोकसभा नामांकन के चरण संसदीय लिए के कुल किए तीसरे गए। 2024 2,963 क्षेत्रों निर्वाचन दाखिल 95",,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
535,CA_WORD_03_Jumbling,hi,लेख के अनुसार अगले सप्ताह राजस्थान और गुजरात में बिल्कुल भी बारिश नहीं होगी।,लेख के सार में इन क्षेत्रों में तेज बारिश का अनुमान बताया गया है।,में गुजरात भी और लेख नहीं बिल्कुल होगी। अनुसार राजस्थान अगले बारिश के सप्ताह,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
